"user_id","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta_friend_cnt","delta_avg_friend_age","delta_avg_friend_male","delta_friend_country_cnt","delta_subscriber_friend_cnt","delta_songsListened","delta_lovedTracks","delta_posts","delta_playlists","delta_shouts","tenure","good_country","delta_good_country","adopter"
222405,26,1,12,22.5,0.777777778,6,0,19597,358,0,1,3,0,0.166666667,0,0,0,2531,40,0,0,0,24,0,0,0
222437,18,0,45,19.90625,0.6,10,2,72501,704,0,0,81,3,0.113146552,0.0375,0,-1,2308,20,0,0,8,24,1,0,0
222491,37,1,3,30.5,0.5,3,1,2874,41,0,0,4,0,0.5,0,0,0,0,0,0,0,0,41,0,0,0
222504,28,1,57,24.34782609,0.74,8,2,167377,646,6,0,764,6,0.117056856,-0.01,3,2,11031,90,0,-1,153,74,0,0,0
222591,25,1,3,24,0.666666667,1,0,32,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,21,0,0,0
222663,23,1,40,21.90909091,0.694444444,8,0,52393,24,1,1,14,0,0.181818182,0,0,0,181,0,0,0,0,53,0,0,0
222709,18,0,2,19,0.5,1,0,435,3,0,1,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0
222745,22,0,4,20.66666667,1,1,0,13835,0,0,1,3,0,0,0,0,0,1400,0,0,0,0,52,0,0,0
222798,22,1,1,28,0,1,0,1890,18,0,1,3,0,0,0,0,0,24,0,0,0,0,47,0,0,0
222802,23,1,12,22.5,0.6,4,0,24911,61,0,0,73,0,0.166666667,0,0,0,1526,12,0,0,11,36,0,0,0
222834,33,1,8,32.8,0.833333333,4,0,14495,0,0,1,1,0,0.8,0,0,0,0,0,0,0,0,59,0,0,0
222866,21,0,1,19,0,1,0,12259,1,0,0,1,0,1,0,0,0,0,0,0,0,0,42,1,0,0
222875,24,0,18,24.46153846,0.625,2,0,4923,17,0,0,25,0,0.461538462,0,0,0,0,0,0,0,0,41,0,0,0
222890,21,1,35,21.3125,0.909090909,4,1,3181,3,0,0,8,13,0.365131579,-0.090909091,2,0,460,0,0,0,2,31,0,0,0
222944,21,1,1,23,1,1,0,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0
222965,29,1,180,27.96,0.614906832,8,5,56563,24,0,1,42,1,0.228456376,-0.003843168,0,-2,1242,0,0,0,0,61,0,0,0
223072,22,1,12,24.71428571,0.9,3,0,17967,0,0,0,10,0,0.285714286,0,0,0,0,0,0,0,0,41,0,0,0
223125,17,1,1,18,1,1,0,15608,20,0,0,1,0,1,0,0,0,665,0,0,0,0,39,0,0,0
223187,17,1,1,18,1,1,0,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0
223283,15,1,1,21,1,1,0,5800,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,7,0,0,0
223292,20,1,35,19.71428571,0.818181818,6,1,13170,8,1,0,51,0,0.25,0,0,0,3316,0,0,0,2,11,0,0,0
223300,23,1,9,22,0.375,2,0,655,0,0,0,9,0,0.222222222,0,0,0,0,0,0,0,0,38,0,0,0
223339,22,1,2,20,1,1,0,9316,0,0,0,1,0,0.5,0,0,0,376,0,0,0,0,27,0,0,0
223369,28,1,15,25.88888889,0.533333333,3,0,20133,12,0,0,15,0,0.111111111,0,0,0,774,0,0,0,0,42,0,0,0
223439,15,1,153,17.8125,0.715384615,11,1,3701,54,2,0,9,23,-0.325797872,-0.016758242,1,-2,470,9,1,0,5,7,0,0,0
223657,26,0,4,29,1,3,0,12694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,77,1,0,0
223689,22,0,20,25.75,0.578947368,4,0,57016,318,1,0,16,1,0.25,0.023391813,0,0,2243,0,0,0,0,29,1,0,0
223782,33,0,7,23.4,0.5,1,0,6090,146,0,1,3,0,0.4,0,0,0,0,0,0,0,0,49,1,0,0
223836,23,0,16,23.33333333,0.375,2,0,34533,79,0,1,2,0,-0.166666667,0,0,0,1026,0,0,0,-5,61,1,0,1
223863,18,0,38,19.29032258,0.5,1,0,33057,219,0,0,151,17,-2.654121864,0,-1,0,6726,55,0,-2,107,24,0,0,0
223891,16,1,1,19,0,1,0,2597,26,0,2,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0
223899,27,1,18,25,0.866666667,3,1,24179,88,0,1,10,0,0.307692308,0,0,0,0,0,0,0,0,44,0,0,0
223989,29,0,2,26,0.5,2,0,363,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0
224188,25,1,2,24,0,1,0,18212,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,0,0,0
224226,20,0,11,22.3,0.5,1,0,24735,12,0,0,6,0,0.3,0,0,0,0,0,0,0,0,19,1,0,0
224308,27,1,2,28,1,1,0,1136,10,1,1,1,0,1,0,0,0,105,0,0,0,0,74,1,0,0
224374,21,1,1,22,1,1,0,7090,21,0,1,0,0,1,0,0,0,14,0,0,0,0,23,1,0,0
224385,20,1,10,19.5,0.444444444,2,0,52272,65,0,0,1,1,0.928571429,-0.055555556,0,0,69,3,0,0,0,43,1,0,0
224450,17,1,2,16.5,0,2,0,5294,221,0,1,1,1,1.5,0,1,0,0,0,0,0,1,19,1,0,0
224551,19,1,8,19.8,0.375,1,0,11591,36,0,2,2,2,0.2,0.041666667,0,0,3507,7,0,1,0,10,1,0,0
224555,37,1,12,29.5,0.333333333,2,0,1447,21,0,1,3,0,0.125,0,0,0,0,0,0,0,0,69,0,0,0
224666,27,1,2,36,1,1,0,59,13,0,1,1,0,0,0,0,0,0,0,0,0,0,49,1,0,0
224776,18,1,14,19.91666667,0.583333333,6,0,99802,74,6,0,53,2,0.462121212,0.083333333,0,0,1979,0,0,0,0,56,1,0,0
224790,20,0,86,21.63380282,0.657894737,19,1,14379,112,1,1,286,2,0.352112676,-0.004267425,0,1,308,1,0,0,6,41,0,0,1
224795,20,1,11,19.83333333,0.375,2,0,30563,3,0,0,30,0,0.166666667,0,0,0,-87,0,0,0,0,35,0,0,0
224815,24,1,30,22.79166667,0.444444444,2,1,26315,97,0,2,32,2,0.609848485,0.004444444,0,-2,600,3,0,0,3,61,0,0,1
224865,28,0,20,27.15,0.631578947,9,1,4813,4,0,0,6,-1,0.15,-0.018421053,-1,-1,0,0,0,0,0,19,0,0,0
225009,22,0,48,23,0.511111111,9,1,5049,37,0,1,146,0,1,0.011111111,0,0,28,1,0,0,0,47,1,0,0
225011,21,1,18,21.9375,0.5,10,1,35777,771,1,1,40,0,0.3125,0.029411765,0,0,2797,6,0,0,0,30,0,0,0
225047,18,0,3,20.66666667,0.666666667,1,0,3109,78,0,0,3,0,0,0,0,0,0,0,0,0,0,14,1,0,0
225061,22,0,40,21.125,0.882352941,7,1,1714,406,0,0,12,5,0.262931035,0.043643264,0,0,117,1,0,0,0,61,0,0,0
225128,21,1,6,20.6,0.666666667,1,0,12146,0,0,0,9,0,0.2,0,0,0,5,0,0,0,0,52,1,0,0
225129,16,1,9,18.85714286,0.5,3,0,5480,9,0,0,3,4,1.857142857,0.3,1,0,1495,7,0,0,1,9,0,0,0
225266,24,1,58,24.81395349,0.764705882,4,1,75182,2,2,0,22,-1,0.313953488,0.014705882,0,0,1205,0,0,0,0,68,1,0,0
225290,22,1,42,23.08571429,0.285714286,12,0,36334,40,2,0,214,5,0.021198157,0,0,0,5294,0,1,0,10,19,0,0,0
225344,21,1,15,25,0.428571429,2,1,4701,190,0,1,31,1,0,0.095238095,0,1,199,0,0,0,1,36,0,0,1
225351,22,1,7,22.5,1,2,0,12568,22,0,0,0,1,0.166666667,0,0,0,3070,0,0,0,0,26,1,0,0
225390,20,0,6,20.8,0.25,1,0,1753,12,0,1,1,0,0.466666667,-0.083333333,-1,0,554,2,0,1,0,15,0,0,0
225425,24,1,3,24,1,2,0,1597,8,0,1,6,0,0.5,0,0,0,0,0,0,0,0,50,0,0,0
225433,21,1,30,21.26086957,0.724137931,3,0,167959,117,0,0,145,-2,0.260869565,0.014460512,0,0,8230,8,0,0,0,58,1,0,0
225515,39,1,2,30,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0
225520,17,0,95,22,0.476190476,28,2,1723,496,0,0,25,0,0.220779221,0.005602241,0,0,10,-1,0,0,0,33,1,0,0
225521,16,1,13,16.54545455,0.461538462,2,0,2182,11,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0
225530,21,0,6,22,0.333333333,1,0,5571,0,0,2,8,0,0,0,0,0,0,0,0,0,0,49,1,0,0
225547,20,1,39,19.27272727,0.552631579,12,1,39117,97,0,0,11,3,0.239393939,0.038345865,0,0,14768,23,0,0,2,10,1,0,0
225633,20,1,52,20.15,0.619047619,5,0,157782,481,4,0,58,4,0.281578947,-0.038847118,1,-1,11710,-144,0,0,5,27,0,0,0
225657,24,1,12,23.9,0.3,6,0,14290,1,28,1,58,0,0.4,0,0,0,0,0,0,0,0,69,0,0,0
225685,25,0,4,25,1,1,0,502,138,0,1,4,0,0,0,0,0,0,0,0,0,0,53,0,0,0
225708,22,1,1,23,1,1,0,4098,6,0,0,1,0,1,0,0,0,3004,3,0,0,0,5,0,0,0
225721,35,1,1,35,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0
225722,19,1,14,20.09090909,0.571428571,2,0,16535,43,0,1,7,-1,0.590909091,0.038095238,-1,0,0,0,0,0,0,17,0,0,0
225768,19,1,2,19,1,1,0,4593,4,0,0,3,0,0,0,0,0,0,0,0,0,0,33,1,0,0
225777,25,1,2,26.5,1,1,0,15284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,0,0,0
225789,27,1,3,22.66666667,0,1,0,4387,243,2,0,7,0,0,0,0,0,0,0,0,0,0,69,1,0,0
225859,16,1,16,19.14285714,0.384615385,5,0,86250,38,0,0,5,5,-1.057142857,-0.115384615,1,0,12597,0,0,0,1,16,1,0,0
225917,25,1,5,23.5,1,2,0,29090,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,1,0,0
225944,21,1,44,20.5862069,0.35483871,4,0,47970,0,0,1,172,1,0.24137931,-0.02016129,-1,0,6276,0,0,0,0,48,1,0,0
226012,28,1,1,28,1,1,0,3054,1,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0
226021,24,0,8,28.625,0.75,2,0,2597,15,0,1,6,0,0.25,0,0,0,0,0,0,0,0,44,0,0,0
226055,30,1,2,33,1,1,0,81,20,1,1,0,0,1,0,0,0,0,0,0,0,0,68,1,0,0
226294,25,1,1,23,1,1,0,572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,1,0,0
226298,48,1,3,44,0.5,2,0,28,2,0,1,4,0,0,0,0,0,0,0,0,0,0,37,1,0,0
226309,19,1,16,20.38461539,0,2,0,2012,65,0,0,6,0,0.307692308,0,0,0,0,0,0,0,0,38,0,0,0
226319,40,1,4,46,0.75,4,0,27089,0,0,1,3,0,0,0,0,0,1674,0,0,0,0,52,0,0,0
226341,23,0,8,23.33333333,0.857142857,2,2,4499,69,0,0,4,1,0.733333333,0.142857143,0,2,2546,13,0,0,0,7,0,0,0
226479,18,1,28,19.52380952,0.416666667,7,1,39138,20,0,0,3,8,-0.619047619,0.181372549,2,0,0,0,0,0,0,30,1,0,0
226489,18,1,8,19.33333333,0.2,2,0,2032,4,0,0,7,0,0.533333333,0.033333333,0,0,0,0,0,0,0,33,0,0,0
226534,23,1,1,31,1,1,0,2849,0,0,0,4,0,0,0,0,0,0,0,0,0,0,71,1,0,0
226542,23,1,2,24,0,2,0,43766,0,0,0,5,0,-2.5,0,0,0,0,0,0,0,0,74,0,0,0
226622,21,0,69,20.39655172,0.338461539,16,1,24596,6,0,1,61,-1,0.013218391,0.005128205,0,0,975,0,0,0,0,62,0,0,0
226683,20,0,3,27,0.5,1,0,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0
226807,19,0,5,21.5,0.6,1,0,1875,25,0,1,8,0,0.25,0,0,0,0,0,0,0,0,31,0,0,0
226832,18,0,2,19,0.5,1,0,1292,7,0,0,2,1,0,-0.5,0,0,1019,6,0,0,1,15,0,0,0
226912,18,0,4,20,0.75,1,0,1468,0,0,0,4,0,0.666666667,0,0,0,0,0,0,0,0,17,0,0,0
226978,22,0,9,17.4,0.222222222,2,0,9603,7,0,0,1,2,0,0.055555556,0,0,700,0,0,0,0,8,0,0,0
226979,20,0,10,24.14285714,0.6,2,0,5067,16,0,0,15,0,0.142857143,0,0,0,0,0,0,0,0,41,0,0,0
226993,25,0,3,23,0.333333333,1,0,1728,0,0,0,6,0,0.5,0,0,0,0,0,0,0,0,36,0,0,0
227029,19,0,13,19,0.583333333,2,0,2267,2,0,0,11,0,0.25,0,0,0,0,0,0,0,0,39,0,0,0
227061,17,0,34,21.03846154,0.709677419,3,1,3312,104,0,4,2,15,1.626696833,0.003795066,2,1,2105,83,0,1,1,5,0,0,0
227113,23,1,15,22.66666667,0.333333333,2,0,12827,47,5,1,6,3,-0.047619048,-0.066666667,0,0,2643,5,0,0,0,50,0,0,0
227166,22,0,6,20.4,0.6,2,0,6378,8,0,0,12,0,0.2,0,0,0,340,0,0,0,0,28,1,0,0
227196,22,0,4,23.33333333,0.75,3,0,8442,0,0,0,4,0,0.333333333,0,0,0,0,0,0,0,0,52,0,0,0
227222,20,0,1,21,1,1,0,1455,1,0,1,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0
227268,19,0,2,22.5,1,1,0,21351,6,0,0,1,0,0,0,0,0,234,0,0,0,0,11,1,0,0
227335,26,1,4,25,0.5,1,0,7525,2,0,1,1,0,0.5,0,0,0,0,0,0,0,0,43,0,0,0
227454,16,0,3,20.33333333,0.666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0
227456,36,1,1,33,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,47,0,0,0
227459,22,0,4,23.5,0.75,1,0,5502,1,0,1,24,0,0.5,0,0,0,0,0,0,0,0,45,0,0,0
227536,69,0,9,19.25,0.5,1,0,3544,70,0,0,6,5,1,-0.166666667,0,0,296,5,0,0,3,30,0,0,0
227547,20,0,3,20,0,1,0,1289,6,0,1,8,0,0.5,0,0,0,0,0,0,0,0,46,0,0,0
227645,14,0,1,17,1,1,0,142,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0
227647,23,1,24,23.72727273,0.5,4,0,9734,0,0,0,14,0,0.318181818,0,0,0,0,0,0,0,0,64,1,0,0
227659,25,0,3,25.5,1,1,0,851,55,0,1,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0
227690,24,0,10,25,0.333333333,3,0,11400,382,0,10,11,0,0.5,0,0,0,13,0,0,0,0,58,0,0,0
227700,46,0,7,39.5,1,3,0,4223,3,0,1,3,0,0,0,0,0,0,0,0,0,0,60,0,0,0
227702,26,0,66,25.53846154,0.275862069,10,1,28944,811,0,0,136,2,0.318461539,0.008004926,0,0,177,2,0,0,1,60,0,0,0
227746,18,1,1,22,0,1,0,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0
227774,17,1,20,18,0.666666667,4,2,39305,190,0,1,59,0,0.375,0,-1,2,180,2,0,0,1,36,0,0,0
227788,22,1,21,21.61538462,0.6,2,0,45380,0,3,1,156,0,0.307692308,0,0,0,905,0,0,0,2,56,1,0,0
227854,29,1,20,28.3,0.769230769,4,0,17992,163,8,1,5,1,0.4,0,0,0,1119,1,0,0,0,73,1,0,0
227882,23,1,51,24.88636364,0.470588235,10,5,76278,168,6,0,15,3,0.362554113,0.012254902,0,2,8718,19,0,0,4,50,0,0,0
227885,31,1,18,34.11111111,0.769230769,3,2,5762,100,0,2,6,0,0.333333333,0,0,0,499,0,0,0,0,73,0,0,0
227994,18,0,10,19,0.6,3,0,8136,241,0,0,3,0,0.428571429,-0.066666667,0,0,0,0,0,0,0,27,0,0,0
228045,25,0,7,24.83333333,0,2,1,2987,22,0,2,21,0,0.166666667,0,0,0,0,0,0,0,0,47,0,0,0
228135,25,0,6,32.6,0.166666667,2,0,2250,6,1,1,5,0,0.4,0,0,0,0,0,0,0,0,63,1,0,0
228156,22,1,10,20.66666667,0.444444444,4,0,65623,45,0,0,25,0,0.666666667,0,0,0,5651,1,0,0,0,68,0,0,0
228182,21,1,8,23,0.625,1,0,19900,11,0,0,2,0,0.166666667,0,0,0,605,0,0,0,0,65,1,0,0
228215,41,1,2,44,1,2,0,1588,2,0,0,4,0,1,0,0,0,0,0,0,0,0,51,0,0,0
228244,42,1,68,29.91489362,0.811320755,13,0,2432,21,0,1,27,0,0.361702128,0,0,0,0,0,0,0,1,40,0,0,0
228273,25,1,32,24.90909091,0.576923077,3,0,29895,147,0,1,42,0,0.5,0,0,-1,329,0,0,0,0,73,1,0,0
228314,16,1,8,19.4,0.285714286,5,0,1006,34,0,1,11,0,0.4,0,0,0,0,0,0,0,0,35,0,0,0
228337,21,0,1,21,0,1,0,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,1,0,0
228475,27,0,13,34.16666667,0.8,9,0,3141,93,5,1,13,0,0.333333333,0,0,0,0,0,0,0,0,43,1,0,0
228529,19,0,15,21.21428571,0.866666667,8,1,45643,167,0,1,18,0,0.137362637,0,0,-2,2258,0,0,0,0,55,1,0,0
228532,20,1,3,20,1,1,0,174,22,1,1,1,0,0,0,0,0,0,0,0,0,0,54,1,0,0
228533,66,1,25,29.81818182,0.777777778,8,3,41416,9,2,1,30,1,-0.581818182,0.013071895,0,-1,1681,0,0,0,2,46,0,0,0
228540,34,1,31,27.92,0.689655172,12,1,86728,186,34,0,72,1,0.336666667,-0.024630542,2,0,6461,0,0,0,1,76,0,0,0
228623,22,0,14,22.88888889,0.818181818,2,1,38067,64,1,1,36,1,0.638888889,0.118181818,0,0,2264,0,0,0,1,40,0,0,0
228739,22,0,87,23.07692308,0.615384615,11,2,34101,48,1,1,85,0,0.198135198,0,0,1,1580,0,0,0,0,75,1,0,0
228897,25,1,8,23.6,0.833333333,1,0,51606,340,25,2,70,-1,0.2,0,0,0,1845,3,0,0,0,65,1,0,0
228907,30,0,6,27.2,1,3,0,6316,177,0,1,2,0,1,0,0,-1,794,0,0,0,0,24,1,0,0
228936,20,0,1,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0
228993,29,0,23,29.05,0.65,4,0,20733,48,0,1,11,1,-0.318421053,-0.034210526,0,0,577,0,0,0,1,60,0,0,0
228997,28,1,6,25.6,0.25,2,1,17774,1,0,1,6,0,0.4,0.05,1,1,0,0,0,0,0,60,0,0,0
229067,34,1,5,25.25,0.8,2,0,1554,1241,0,1,0,0,0,0,0,0,104,19,0,0,0,26,1,0,0
229078,21,1,1,22,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0
229150,19,1,12,18.22222222,1,1,0,31386,117,0,0,7,-1,0.322222222,0,0,0,0,0,0,0,0,42,0,0,0
229222,20,0,19,21,0.647058824,3,0,33222,134,0,0,6,1,0.352941177,-0.040441176,0,0,3995,7,0,0,1,56,0,0,0
229326,19,0,22,20,0.428571429,3,0,2927,43,0,0,21,0,0.538461539,0,0,0,0,0,0,0,0,38,1,0,0
229357,20,1,3,25,0.5,2,0,5114,6,0,0,5,0,0.5,0,-1,0,0,0,0,0,0,36,0,0,0
229365,24,1,20,23.38888889,0.52631579,12,1,112578,615,197,0,1963,0,0.277777778,-0.052631579,0,0,6924,30,0,0,0,67,1,0,0
229381,25,1,2,25,0.5,1,0,12993,34,1,1,4,0,0,0,0,0,128,0,0,0,0,73,1,0,0
229455,25,1,6,23.8,1,2,0,9173,16,0,0,3,0,0.2,0,0,0,0,0,0,0,0,68,1,0,0
229536,23,0,6,23.33333333,0.333333333,1,1,0,0,0,1,1,0,0.333333333,0,0,-1,0,0,0,0,0,49,0,0,0
229544,22,0,3,21,0.666666667,1,0,13,3,0,1,3,0,0.333333333,0,0,0,0,0,0,0,0,36,0,0,0
229581,30,1,1,35,1,1,0,71,1,0,1,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0
229642,21,0,5,23.5,0.75,2,0,1123,95,0,1,3,0,0.5,0,0,0,2,0,0,0,0,31,1,0,0
229652,20,1,26,21.33333333,0.380952381,2,0,57188,113,3,0,84,0,0.555555556,0,0,0,2842,0,0,0,0,43,0,0,0
229653,36,1,25,32.375,0.611111111,5,0,15289,4,0,1,5,0,0.0625,0,0,0,0,0,0,0,0,57,0,0,0
229698,24,0,1,24,0,1,0,1505,14,0,1,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0
229715,27,1,2,46.5,1,1,0,75766,75,0,0,0,0,0.5,0,0,0,0,0,0,0,0,47,1,0,0
229721,21,0,4,22,0.5,2,0,127893,52,0,0,4,0,0,0,0,0,0,0,0,0,0,66,1,0,0
229824,24,0,1,21,0,1,0,4132,6,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0
229839,21,1,17,22.07692308,0.6,1,0,29979,0,0,0,48,0,0.153846154,0,0,0,0,0,0,0,0,68,0,0,0
229889,23,1,7,22.6,0.6,2,0,26963,66,0,1,5,0,0.4,0,0,-1,0,0,0,0,0,46,0,0,0
229945,18,1,8,20.2,0.142857143,5,0,39669,302,0,1,83,0,0.4,0,0,0,0,0,0,0,0,34,0,0,0
229955,16,1,6,25.2,1,2,0,880,10,0,0,2,0,0.8,0,0,0,0,0,0,0,0,24,0,0,0
229957,18,0,3,20,0.666666667,3,0,0,0,0,1,1,0,0.666666667,0,0,0,0,0,0,0,0,43,0,0,0
229966,36,1,1,26,0,1,0,207,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,1,0,0
230036,22,1,38,28.47058824,0.647058824,3,0,25080,42,0,0,3,0,0.106951872,0,0,0,25,0,0,0,0,61,0,0,0
230151,17,1,47,19.17857143,0.642857143,4,0,14371,53,0,0,61,0,0.285714286,0,0,0,2290,0,0,0,1,22,0,0,0
230169,26,1,54,25.63043478,0.823529412,21,0,65253,2594,2,2,45,15,0.600131752,0.039745628,5,-2,3121,270,0,0,27,44,0,0,0
230176,26,1,3,27.5,1,1,0,2242,25,0,1,4,0,0.5,0,0,0,0,0,0,0,0,47,0,0,0
230194,20,1,27,19.81818182,0.68,3,0,16961,226,0,0,17,0,0.363636364,0,1,0,0,0,0,0,0,18,0,0,0
230225,24,1,4,22,1,1,0,58,6,0,0,4,0,0,0,0,0,0,0,0,0,0,38,1,0,0
230248,25,1,3,23.66666667,1,1,0,3697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0
230288,26,1,14,27.11111111,0.3,4,0,9273,37,0,0,6,0,0.02020202,0.027272727,0,0,108,7,0,0,0,14,1,0,0
230294,24,1,2,24,1,1,0,7846,0,41,0,5,0,0,0,0,0,0,0,0,0,0,72,1,0,0
230337,26,1,11,23.88888889,0.6,2,0,14165,306,0,1,4,0,0.444444444,0,0,0,0,0,0,0,0,47,0,0,0
230393,28,1,1,23,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,0
230591,20,1,9,22.71428571,1,1,0,31972,0,2,0,4,0,0.285714286,0,0,0,1845,0,0,0,0,67,1,0,0
230617,20,1,2,21,0.5,1,0,9661,3,0,1,3,0,0,0,0,0,0,0,0,0,0,52,0,0,0
230711,27,1,2,23,0.5,2,0,51167,84,0,0,1,0,0,0,0,0,5571,15,0,0,0,41,1,0,0
230792,23,0,3,30.5,1,2,0,2574,3,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0
230793,26,1,28,27.36363636,0.909090909,5,0,15283,73,3,1,9,0,0.136363636,0,-1,0,0,0,0,0,0,86,1,0,0
230885,26,0,11,24.5,0.555555556,4,0,100963,19,0,1,25,0,0.375,0,0,0,2463,0,0,0,0,68,1,0,0
230979,18,1,6,17.25,0.833333333,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,1,0,0
230981,24,1,11,22.8,0.625,3,0,45448,38,0,0,6,-2,0.133333333,0.025,0,0,1561,0,0,0,0,62,1,0,0
230993,21,1,23,23.33333333,0.65,3,1,38554,126,0,0,5,1,0.270833333,0.018421053,0,0,469,0,0,0,0,56,1,0,0
231015,24,1,5,30.8,0.8,2,0,34271,2,0,0,2,0,0.4,0,0,0,0,0,0,0,0,64,0,0,0
231024,25,0,11,26.375,0.555555556,2,0,17184,111,0,0,12,0,0.375,0,0,0,2487,0,0,0,-1,41,1,0,0
231064,25,1,1,25,0,1,0,111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0
231199,53,1,5,24.25,0.8,1,0,312,9,2,0,6,0,0,0,0,0,0,0,0,0,0,71,1,0,0
231215,19,0,5,18,0.8,1,0,13892,5,0,0,2,-1,0,-0.033333333,-2,0,1454,0,0,0,0,11,0,0,0
231220,24,1,22,28,0.642857143,2,1,11647,16,0,1,6,0,2.076923077,0.027472528,0,0,0,0,0,0,0,53,1,0,0
231238,22,1,5,20.75,0.5,1,1,210755,393,0,1,3,0,0,0,0,1,278,-1,0,0,0,54,1,0,0
231274,22,1,21,22.21428571,0.684210526,4,1,28454,15,0,0,2,1,0.368131868,0.01754386,1,0,1136,0,0,0,0,39,1,0,0
231313,26,1,59,26.96875,0.666666667,13,0,54223,492,2,0,181,2,0.388104839,-0.015151515,0,0,2506,29,0,0,0,45,0,0,0
231331,33,1,7,36,0.8,2,0,4813,90,0,1,0,0,0.2,0,0,0,834,0,0,0,0,71,1,0,0
231400,19,0,31,20.72,0.1,9,0,16684,10,0,0,9,0,0.2,0,0,0,0,0,0,0,0,36,1,0,0
231476,42,1,2,34.5,0.5,1,0,30594,25,8,1,8,0,0.5,0,0,0,559,1,0,0,0,56,1,0,0
231480,46,1,1,22,0,1,0,21105,135,0,0,1,0,0,0,0,0,791,0,0,0,0,41,1,0,0
231481,25,0,97,23.0886076,0.534090909,26,5,8466,194,0,4,36,9,0.707028648,0.02791807,1,0,3102,0,0,0,9,11,0,0,0
231540,28,1,2,28,1,1,0,4968,0,0,0,2,0,0,0,0,0,0,0,0,0,0,84,0,0,0
231579,21,1,15,25.18181818,0.666666667,6,0,10429,1,5,1,13,0,0.272727273,0,0,0,0,0,0,0,0,62,0,0,0
231622,23,0,16,23.23076923,0.5,7,0,43433,17,0,0,45,-1,0.659340659,-0.033333333,0,0,0,0,0,0,0,29,0,0,0
231689,21,0,43,21.5862069,0.647058824,4,0,10681,85,0,1,6,8,-0.606100796,0.039915966,1,-1,3000,17,0,0,-4,16,0,0,0
231696,31,1,10,29.6,0.222222222,1,0,52820,81,4,1,36,0,0,0,0,0,1482,5,0,0,0,83,0,0,0
231710,19,0,5,20.5,0.6,1,0,2859,0,0,1,6,0,0.25,0,0,0,0,0,0,0,0,62,1,0,0
231715,19,1,9,19.75,0.625,1,0,22208,31,0,0,20,0,0.375,0,0,0,200,0,0,0,0,45,0,0,0
231726,23,0,16,22.375,0.777777778,3,0,15029,85,0,0,11,3,0.375,0.063492064,0,0,2596,4,0,0,2,20,0,0,0
231767,18,0,2,19.5,1,1,0,12,1,0,0,5,0,0,0,0,0,0,0,0,0,0,32,0,0,0
231768,21,0,3,29.33333333,0.666666667,3,0,3655,68,0,0,6,0,0.666666667,0,0,0,0,0,0,0,0,60,1,0,0
231775,22,0,47,27.16216216,0.711111111,11,0,12523,0,0,1,5,0,-0.459459459,0,0,0,0,0,0,0,-1,59,0,0,0
231778,22,0,5,22.75,0.6,2,0,5716,164,3,1,5,0,0.25,0,0,0,0,0,0,0,0,34,0,0,0
231790,30,0,7,37.33333333,0.8,3,0,5830,6,0,1,4,0,0.333333333,0,0,-1,0,0,0,0,0,40,1,0,0
